incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
Inc002113,Theft/Larceny,South,Riverside,PA,4369 Maple Dr,31.259368,-115.851311,2024-01-17 03:53:35,Off0046,Matthew,Taylor,2158.0,Sus00459,Carol,Flores,63.0,Unknown,Asian,Vic00661,Chris,Harris,57.0,Male,873-291-3342,Unarmed,Medium,Pending,Unknown,0.0,6058.54,False,Incident At 4369 Maple Dr. Officer Responded At Scene.
Inc002481,Sexual Assault,North,Oakdale,NC,7039 Lincoln St,29.604505,-85.040966,2024-02-17 09:24:18,Off0003,James,Flores,2515.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Bat,Low,Pendng,Arrest Made,3.0,6520.44,False,Incident At 7039 Lincoln St. Officer Responded At Scene.
Inc002132,Sexual Assault,Southwest,Lakewood,AZ,1950 Sunset Blvd,35.021695,-111.751833,2019-11-06 10:20:04,Off0029,Mark,Harris,7034.0,Sus00146,Mary,Miller,61.0,Unknown,Unknown,Vic00158,Daniel,Smith,33.0,Unknown,480-615-8057,Bat,High,Pending,Unknown,2.0,-45213.08,False,Incident At 1950 Sunset Blvd. Officer Responded At Scene.
Inc003159,Arson,Central,Springfield,GA,9160 Washington Ave,42.404122,-95.063818,2022-01-13 22:38:03,Off0035,Michael,Young,1388.0,Sus00310,Jennifer,White,58.0,Unknown,Hispanic,Vic00144,John,Martin,37.0,Unknown,604-567-4903,Unknown,Medium,Pending,Dismissed,2.0,26881.78,False,Incident At 9160 Washington Ave. Officer Responded At Scene.
Inc002652,Domestic Violence,Northwest,Riverside,NY,2983 Oak Ave,34.527276,-94.65644,2022-05-01 03:21:29,Off0042,Joseph,Anderson,7824.0,Sus00787,Karen,Williams,244.0,Male,White,Vic00103,James,Thomas,88.0,Male,234-577-8960,Firearm,Low,Closed,Warning,2.0,5992.23,Unknown,Incident At 2983 Oak Ave. Officer Responded At Scene.
Inc001350,Cyber Crime,West,Maplewood,NY,6932 Lincoln St,46.101698,-95.831325,2020-09-07 09:44:54,Off0022,Susan,Jackson,4041.0,Sus00731,Sarah,Lee,46.0,Female,Hispanic,Vic00459,John,Harris,37.0,Male,916-353-7794,Knife,Medium,Open,Warning,4.0,47155.27,False,Incident At 6932 Lincoln St. Officer Responded At Scene.
Inc002688,Sexual Assault,Northeast,Lakewood,OH,586 Lincoln St,45.767815,-97.572284,2023-05-30 15:46:44,Off0064,Patricia,Scott,1268.0,Sus00404,Charles,Harris,17.0,Female,Black,Vic00528,Jessica,Hill,77.0,Male,343-932-1836,Hands/Feet,Medium,Unknown,No Arrest,2.0,24705.29,Unknown,Incident At 586 Lincoln St. Officer Responded At Scene.
Inc000599,Fraud,South,Centerville,AZ,1351 Maple Dr,30.731515,-91.053319,09/19/2024 08:07,Off0044,Jennifer,Jackson,3679.0,Sus00760,Emily,Scott,30.0,Unknown,White,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Knife,High,Resolved,Arres Made,0.0,28732.47,Unknown,
Inc001297,Trespassing,Northwest,Hillcrest,FL,7289 Elm Blvd,35.106231,-114.938129,2018-05-05 19:55:11,Off0111,Richard,White,7039.0,Sus00281,Chris,Smith,-38.0,Unknown,Hispanic,Vic00220,Linda,White,51.0,Unknown,447-583-5184,Rifle,Medium,Pendng,Arrest Made,4.0,38399.01,True,Incident At 7289 Elm Blvd. Officer Responded At Scene.
Inc004375,Theft/Larceny,Southeast,Fairview,TX,6687 Sunset Blvd,45.831021,-78.86387,2024-06-24 14:44:40,Off0139,Jennifer,Smith,7244.0,Sus00645,Richard,Scott,65.0,Unknown,Unknown,Vic00167,Barbara,Anderson,80.0,Other,409-371-3594,Knife,Medium,Unknown,Unknown,0.0,41363.87,False,
Inc003576,Theft/Larceny,Central,Fairview,FL,835 Elm Blvd,33.087812,-108.653269,2024-02-14 23:11:41,Off0122,Mark,Brown,6301.0,Sus00123,Nancy,Thompson,75.0,Unknown,Asian,Vic00739,Anthony,Garcia,18.0,Male,689-762-5082,Knife,High,Under Investigation,Arrest Made,0.0,46793.37,True,Incident At 835 Elm Blvd. Officer Responded At Scene.
Inc004986,Burglary,West,Hillcrest,CA,2252 Elm Blvd,32.659069,-106.65505,2019-07-28 14:05:44,Off0132,William,Flores,5822.0,Sus00323,Emily,Wilson,46.0,Unknown,Asian,Vic00899,Michelle,Martin,49.0,Unknown,780-241-1358,Hands/Feet,Medium,Unknown,Arrest Made,1.0,45329.37,True,
Inc004352,Domestic Violence,Southwest,Centerville,FL,20 Sunset Blvd,39.8687,-111.0406,2021-07-20 20:07:40,Off0005,Charles,Hall,6019.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00135,Emily,Wilson,60.0,Unknown,283-681-6789,Blunt Object,Medium,Unknown,No Arrest,2.0,12883.0,True,Incident At 20 Sunset Blvd. Officer Responded At Scene.
Inc001803,Fraud,Southwest,Centerville,NC,995 Oak Ave,34.531252,-73.774501,2021-04-14 23:35:56,Off0028,Karen,Brown,5378.0,Sus00480,Anthony,Jones,23.0,Other,Black,Vic00267,Mark,White,20.0,Female,954-689-6864,Unknown,High,Investgation,No Arrest,2.0,9378.29,True,Incident At 995 Oak Ave. Officer Responded At Scene.
Inc003224,Sexual Assault,Northeast,Lakewood,NY,4625 Oak Ave,29.419019,-96.869472,07-06-2022,Off0128,Charles,Anderson,3572.0,Sus00380,Anthony,Walker,68.0,Unknown,White,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Hands/Feet,Medium,Resolved,Arrest Made,4.0,10702.49,False,
Inc003069,Drug Offense,Midtown,Springfield,IL,7179 Cedar Lane,45.952298,-84.193714,2024-06-05 04:54:40,Off0073,John,Thompson,7762.0,Sus00123,Anthony,Young,21.0,Male,Other,Vic00997,Joseph,Williams,19.0,Female,847-389-7220,Rifle,Low,Investgation,Case Dismissed,0.0,35344.66,True,Incident At 7179 Cedar Lane. Officer Responded At Scene.
Inc001927,Homicide,West,Oakdale,CA,2417 Washington Ave,37.471796,-102.884824,2019-03-14 10:28:06,Off0131,James,Johnson,3080.0,Sus00262,John,Moore,19.0,Other,Hispanic,Vic00848,Karen,Smith,42.0,Unknown,882-620-5309,Rifle,Low,Closed,No Arrest,0.0,18098.9,False,Incident At 2417 Washington Ave. Officer Responded At Scene.
Inc002766,Theft/Larceny,Northwest,Oakdale,IL,6895 Oak Ave,36.9671225,-118.530289,2022-05-03 18:34:58,Off0081,Charles,White,6770.0,Sus00260,William,Martin,46.0,Unknown,White,Vic00636,Carol,Flores,29.0,Unknown,793-180-7677,Hands,Medium,Open,Arrest Made,2.0,7035.56,False,Incident At 6895 Oak Ave. Officer Responded At Scene.
Inc002853,Vandalism,East,Maplewood,NC,2022 Lincoln St,36.9671225,-84.227839,2023-03-20 03:39:54,Off0126,Carol,Martin,5924.0,Sus00581,Mary,Flores,49.0,Unknown,Black,Vic00173,Mark,Hall,72.0,Female,Unknown,Unknown,Medium,Open,Warning,4.0,12402.72,False,Incident At 2022 Lincoln St. Officer Responded At Scene.
Inc002019,Homicide,North,Lakewood,GA,4175 Maple Dr,30.383609,-117.179041,2021-01-12 08:12:19,Off0136,Joseph,Johnson,8460.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00689,Daniel,Brown,34.0,Unknown,730-953-3674,Blunt Object,Unknown,Open,Dismissed,3.0,2049.51,True,Incident At 4175 Maple Dr. Officer Responded At Scene.
Inc000922,DUI,East,Maplewood,FL,3896 River Rd,42.235112,-99.045298,2024-03-14 13:42:06,Off0056,Joseph,Davis,9750.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00994,William,Miller,46.0,Female,392-452-8889,Hands/Feet,Medium,Open,Dismissed,1.0,20702.72,False,
Inc002034,DUI,Midtown,Springfield,NC,4227 Park Rd,47.954558,-108.235349,2024-11-30 11:23:14,Off0069,Mark,Green,9004.0,Sus00638,Sarah,Young,46.0,Female,Hispanic,Vic00431,Jessica,Jones,47.0,Unknown,731-298-2183,Gun,Low,Resolved,No Arrest,5.0,31973.81,False,Incident At 4227 Park Rd. Officer Responded At Scene.
Inc000103,Drug Offense,North,Maplewood,GA,667 Oak Ave,44.192499,-117.947361,2019-11-02 18:40:31,Off0133,Patricia,Brown,4784.0,Sus00545,Michael,Martin,57.0,Male,Unknown,Vic00641,Karen,Wright,81.0,Unknown,964-208-6864,Unknown,Low,Unknown,No Arrest,0.0,8340.47,True,Incident At 667 Oak Ave. Officer Responded At Scene.
Inc004635,Sexual Assault,South,Lakewood,NY,4693 Oak Ave,32.71704,-99.022331,2021-06-20 06:31:30,Off0080,Ashley,Martin,4611.0,Sus00127,Ashley,Moore,60.0,Male,Asian,Vic00496,Susan,Flores,49.0,Unknown,Unknown,Knife,Medium,Closed,Arrest Made,1.0,44932.57.0,True,Incident At 4693 Oak Ave. Officer Responded At Scene.
Inc003330,DUI,Midtown,Maplewood,FL,3532 River Rd,27.056588,-90.328116,2021-01-28 04:50:04,Off0126,Michelle,Torres,7137.0,Sus00014,Anthony,Moore,65.0,Unknown,White,Vic00688,Patricia,Anderson,13.0,Female,601-595-6522,Unknown,Critical,Open,Warning,0.0,42568.41,False,Incident At 3532 River Rd. Officer Responded At Scene.
Inc001440,Assault,Southwest,Lakewood,GA,1565 Main St,47.828002,-75.049925,2020-05-30 14:16:15,Off0140,Karen,Hall,9821.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00010,Thomas,Moore,-14.0,Female,451-993-1869,Knife,Medium,Open,No Arrest,3.0,16537.52,Unknown,
Inc003468,Robbery,South,Centerville,OH,4018 Washington Ave,26.173094,-83.787197,07/31/2023 13:14,Off0147,Jennifer,Scott,2929.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00528,Richard,Miller,46.0,Unknown,571-474-5198,Unknown,High,Open,Unknown,5.0,48281.34,False,Incident At 4018 Washington Ave. Officer Responded At Scene.
Inc004034,Theft/Larceny,Central,Maplewood,CA,9274 Elm Blvd,27.946903,-86.696389,2018-06-02 07:09:30,Off0105,James,Harris,5185.0,Sus00305,Richard,Brown,73.0,Other,White,Vic00161,Michelle,Anderson,12.0,Unknown,421-420-1741,Rifle,Unknown,Unknown,Case Dismissed,1.0,8813.63,False,Incident At 9274 Elm Blvd. Officer Responded At Scene.
Inc003356,Domestic Violence,Midtown,Oakdale,OH,5097 Lincoln St,36.9671225,-87.153657,2021-03-22 14:18:55,Off0052,Thomas,Moore,5916.0,Sus00408,Emily,Williams,34.0,Unknown,Unknown,Vic00962,Patricia,Wright,32.0,Male,984-938-1114,Firearm,Low,Unknown,Warning Issued,4.0,42172.58,True,Incident At 5097 Lincoln St. Officer Responded At Scene.
Inc004935,Assault,West,Riverside,NC,2675 River Rd,46.230659,-73.705836,2018-04-13 08:01:05,Off0074,Anthony,Torres,9511.0,Sus00773,Patricia,Taylor,37.0,Unknown,Unknown,Vic00716,Matthew,Davis,14.0,Male,258-203-2501,Pistol,Medium,Closed,Unknown,5.0,45126.5,False,Incident At 2675 River Rd. Officer Responded At Scene.
Inc000020,Burglary,Southeast,Fairview,NC,6513 Oak Ave,44.590602,-77.67825,2022-07-16 21:45:49,Off0098,David,Walker,8994.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00071,Ashley,Green,46.0,Male,964-192-8110,Hands/Feet,Medium,Unknown,No Arrest,3.0,-8318.24,True,Incident At 6513 Oak Ave. Officer Responded At Scene.
Inc002687,DUI,Southwest,Centerville,CA,3004 Cedar Lane,30.224549,-72.409615,2019-04-29 22:48:04,Off0038,Michael,Jones,2764.0,Sus00318,Michael,Martin,46.0,Unknown,White,Vic00013,Nancy,Lee,41.0,Unknown,Unknown,Unarmed,Critical,Open,Case Dismissed,2.0,46397.7,False,Incident At 3004 Cedar Lane. Officer Responded At Scene.
Inc001625,Cyber Crime,Southeast,Springfield,PA,5183 Cedar Lane,32.754027,-109.630509,2023-09-18 02:54:17,Off0143,Emily,Taylor,5464.0,Sus00121,Mark,Jones,29.0,Unknown,Black,Vic00960,Jessica,Garcia,49.0,Other,428-132-2107,Unknown,Critical,Unknown,Case Dismissed,5.0,31804.26,False,Incident At 5183 Cedar Lane. Officer Responded At Scene.
Inc000627,Trespassing,East,Fairview,IL,3806 Cedar Lane,36.9671225,-78.822081,2022-10-31 20:30:37,Off0028,Daniel,Thomas,1507.0,Sus00752,David,Young,56.0,Female,Asian,Vic00944,David,Walker,82.0,Unknown,255-573-8031,Rifle,Medium,Pendng,Arrest Made,3.0,25369.16,False,Incident At 3806 Cedar Lane. Officer Responded At Scene.
Inc004932,Theft/Larceny,Central,Centerville,AZ,2549 Elm Blvd,46.877202,-86.161845,2023-11-07 04:21:48,Off0148,James,White,1737.0,Sus00736,William,Williams,74.0,Unknown,Unknown,Vic00462,William,Hall,54.0,Male,465-546-3086,Blunt Object,Critical,Under Investigation,No Arrest,4.0,23409.14,True,Incident At 2549 Elm Blvd. Officer Responded At Scene.
Inc004782,Arson,South,Riverside,IL,2765 Maple Dr,31.27099,-99.089209,2024-01-05 07:18:12,Off0126,Mark,Hill,4670.0,Sus00201,Emily,Nguyen,51.0,Unknown,Asian,Vic00560,Mark,Hill,64.0,Unknown,300-624-8947,Firearm,Medium,Under Investigation,Dismissed,3.0,2525.47,True,Incident At 2765 Maple Dr. Officer Responded At Scene.
Inc002495,Drug Offense,Northwest,Riverside,NY,5978 Main St,32.56775,-78.278392,2018-02-17 02:30:15,Off0124,Mary,Miller,1324.0,Sus00024,Anthony,Nguyen,55.0,Unknown,Other,Vic00935,Michael,Allen,-15.0,Unknown,447-901-1845,Pistol,High,Unknown,Case Dismissed,1.0,19205.58,False,Incident At 5978 Main St. Officer Responded At Scene.
Inc002157,Assault,South,Centerville,PA,1194 Washington Ave,159.9601,-70.260183,2022-06-15 08:58:06,Off0049,Ashley,Williams,1248.0,Sus00712,Charles,Miller,53.0,Unknown,Asian,Vic00641,James,Hill,-40.0,Unknown,Unknown,Firearm,Critical,Closed,Arrest Made,5.0,24846.14,True,Incident At 1194 Washington Ave. Officer Responded At Scene.
Inc003669,Kidnapping,Southwest,Springfield,GA,6344 Washington Ave,36.9671225,-84.030873,2023-04-05 00:42:48,Off0052,Michael,Wilson,1778.0,Sus00218,Michael,Scott,52.0,Unknown,Asian,Vic00585,Richard,Williams,15.0,Unknown,542-642-4208,Knife,Critical,Under Investigation,Arrest Made,4.0,42503.67,True,Incident At 6344 Washington Ave. Officer Responded At Scene.
Inc002726,Domestic Violence,Northeast,Springfield,TX,5690 Elm Blvd,38.296404,-70.320252,2023-03-16 21:12:51,Off0118,Karen,Williams,5053.0,Sus00792,Chris,Scott,55.0,Unknown,Hispanic,Vic00248,Ashley,Johnson,13.0,Female,715-609-5137,Knife,Medium,Under Investigation,Unknown,3.0,26228.16,False,Incident At 5690 Elm Blvd. Officer Responded At Scene.
Inc003238,Cyber Crime,Southeast,Springfield,AZ,6226 Elm Blvd,25.697008,-114.210353,2024-08-27 17:38:10,Off0131,Donna,Garcia,Unknown,Sus00029,Joseph,Davis,30.0,Female,Asian,Vic00832,Carol,Davis,18.0,Unknown,695-595-8019,Firearm,Medium,Investgation,Arrest Made,5.0,18195.99,False,Incident At 6226 Elm Blvd. Officer Responded At Scene.
Inc001829,Fraud,North,Oakdale,PA,3298 Oak Ave,33.219707,-88.689964,2018-11-01 14:35:49,Off0114,Joseph,Jackson,8439.0,Sus00295,Richard,Garcia,66.0,Unknown,White,Vic00897,Jessica,Allen,-58.0,Male,778-370-5473,Bat,Critical,Closed,Dismissed,4.0,18493.89,False,
Inc000622,Vandalism,South,Oakdale,TX,7142 River Rd,31.069774,-97.855996,2018-04-06 03:45:42,Off0140,Barbara,Moore,6427.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00338,Patricia,Harris,62.0,Female,346-694-7764,Firearm,Medium,Open,Arres Made,1.0,14785.91,False,Incident At 7142 River Rd. Officer Responded At Scene.
Inc002303,Robbery,Southeast,Hillcrest,AZ,59 Washington Ave,34.141807,-95.364845,2019-03-14 23:23:56,Off0150,Anthony,Thompson,9939.0,Sus00359,Mark,Green,33.0,Unknown,Unknown,Vic00908,Joseph,Green,32.0,Female,283-196-4324,Firearm,Low,Under Investigation,No Arrest,2.0,12629.2,True,Incident At 59 Washington Ave. Officer Responded At Scene.
Inc004232,Robbery,Midtown,Springfield,TX,1922 Elm Blvd,40.65348,-107.384754,2019-09-28 16:28:50,Off0045,Jennifer,Flores,Unknown,Sus00310,Jessica,Taylor,53.0,Unknown,White,Vic00801,Linda,Johnson,54.0,Unknown,Unknown,Firearm,Critical,Closed,Case Dismissed,3.0,35325.7,False,Incident At 1922 Elm Blvd. Officer Responded At Scene.
Inc001314,Fraud,Midtown,Centerville,NY,4071 Maple Dr,40.551634,-86.286001,2021-11-17 14:01:52,Off0008,Michelle,Walker,8019.0,Sus00765,Michael,Johnson,15.0,Unknown,Black,Vic00452,Michelle,Wright,55.0,Unknown,688-913-8047,Knife,High,Resolved,Arrest Made,5.0,41519.83,True,Incident At 4071 Maple Dr. Officer Responded At Scene.
Inc003021,Arson,Northwest,Fairview,CA,7903 Park Rd,42.713311,-81.110186,2022-09-23 20:45:46,Off0111,Barbara,Hill,3458.0,Sus00350,Barbara,Anderson,57.0,Female,Unknown,Vic00863,Anthony,Young,45.0,Unknown,892-439-1159,Knife,Medium,Open,No Arrest,4.0,18959.58,False,
Inc001462,Sexual Assault,Central,Riverside,OH,2809 Elm Blvd,36.161195,-94.65644,2018-09-19 22:27:18,Off0029,James,Hall,8639.0,Sus00313,David,Green,17.0,Unknown,White,Vic00782,James,Garcia,10.0,Male,633-650-7637,Rifle,Unknown,Under Investigation,Case Dismissed,1.0,2522.56,True,Incident At 2809 Elm Blvd. Officer Responded At Scene.
Inc004543,Kidnapping,Southwest,Fairview,FL,6691 Washington Ave,44.04562,-120.009416,2021-02-06 09:41:53,Off0092,Linda,Taylor,6040.0,Sus00118,John,Wright,30.0,Female,Unknown,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Unknown,Low,Open,Unknown,2.0,0,Unknown,Incident At 6691 Washington Ave. Officer Responded At Scene.
Inc004121,Drug Offense,West,Riverside,GA,7536 River Rd,25.714208,-94.037232,2021-11-27 23:26:27,Off0061,Linda,Harris,5473.0,Sus00173,Anthony,Wilson,55.0,Unknown,Black,Vic00921,Karen,Anderson,62.0,Unknown,739-338-6646,Knife,Critical,Pending,Unknown,2.0,36619.97,True,Incident At 7536 River Rd. Officer Responded At Scene.
Inc004161,Trespassing,North,Springfield,AZ,8444 Lincoln St,28.4566,89.7801,2018-07-02 11:47:43,Off0129,Jessica,Jackson,2754.0,Sus00501,Daniel,Taylor,52.0,Unknown,Other,Vic00227,Thomas,Scott,72.0,Unknown,959-899-1970,Knife,Unknown,Pending,Unknown,1.0,29955.53,False,Incident At 8444 Lincoln St. Officer Responded At Scene.
Inc000901,Sexual Assault,South,Lakewood,NC,8377 Park Rd,25.423174,-87.184362,03/03/2022 15:36,Off0139,Thomas,Moore,8685.0,Sus00464,Karen,Martin,73.0,Female,Hispanic,Vic00263,Joseph,Anderson,89.0,Unknown,743-858-7417,Unknown,High,Closed,Unknown,2.0,9369.8,False,
Inc002233,DUI,West,Centerville,IL,8773 Park Rd,35.968398,-81.513471,2021-04-07 06:36:17,Off0141,Donna,Brown,1518.0,Sus00247,Michelle,Nguyen,72.0,Female,Hispanic,Vic00995,Linda,Flores,50.0,Unknown,532-648-7905,Knife,Medium,Pendng,Dismissed,1.0,7265.34,False,Incident At 8773 Park Rd. Officer Responded At Scene.
Inc001873,Drug Offense,Midtown,Hillcrest,NY,8201 Lincoln St,31.033423,-84.024316,2021-08-18 13:52:19,Off0123,Mary,Harris,3976.0,Sus00798,Nancy,Smith,49.0,Male,Asian,Vic00211,Daniel,Miller,78.0,Unknown,285-831-7160,Unarmed,Unknown,Closed,Arrest Made,3.0,28047.36,True,Incident At 8201 Lincoln St. Officer Responded At Scene.
Inc91610,Theft/Larceny,South,Maplewood,PA,1798 Sunset Blvd,32.934554,-75.219226,2024-02-01 15:43:57,Off0016,Karen,Flores,1799.0,Sus00222,Emily,Martin,51.0,Unknown,Unknown,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Hands,Unknown,Closed,Arrest Made,2.0,3071.79,False,
Inc002405,Domestic Violence,West,Centerville,NC,2197 Park Rd,46.299192,-83.634863,2019-11-09 16:28:36,Off0116,Jessica,Thompson,9922.0,Sus00374,Robert,Jones,68.0,Unknown,Hispanic,Vic00366,Robert,Miller,60.0,Unknown,517-942-5851,Unknown,Medium,Open,Unknown,5.0,36504.97,False,
Inc002953,Drug Offense,Southeast,Oakdale,CA,372 Elm Blvd,35.105345,-104.753696,2019-04-17 17:55:30,Off0004,Anthony,Hall,1096.0,Sus00693,Charles,Miller,52.0,Unknown,White,Vic00102,Joseph,Young,11.0,Male,846-473-8020,Hands,High,Unknown,Arres Made,1.0,14859.61,False,
Inc001781,Fraud,Southeast,Fairview,FL,9993 Park Rd,39.714332,-78.922095,2022-03-01 05:46:22,Off0111,Sarah,Davis,4378.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00984,Michael,Nguyen,10.0,Female,Unknown,Blunt Object,Unknown,Closed,No Arrest,3.0,1449.97,True,Incident At 9993 Park Rd. Officer Responded At Scene.
Inc001802,Trespassing,North,Riverside,FL,8373 River Rd,42.651737,-80.282701,2023-11-04 16:52:34,Off0064,Emily,Jones,3001.0,Sus00287,Emily,Taylor,69.0,Other,White,Vic00186,Barbara,Hill,38.0,Unknown,750-537-4198,Firearm,High,Under Investigation,Warning Issued,0.0,0,True,Incident At 8373 River Rd. Officer Responded At Scene.
Inc002498,Fraud,East,Riverside,NC,2670 Main St,40.455743,-96.14826,2024-06-28 20:28:05,Off0093,Barbara,Jones,3796.0,Sus00133,Jennifer,Anderson,16.0,Female,Unknown,Vic00228,Karen,Harris,62.0,Unknown,915-317-3594,Unknown,Medium,Open,Arrest Made,2.0,1998.67,True,Incident At 2670 Main St. Officer Responded At Scene.
Inc004631,Homicide,Midtown,Lakewood,CA,5869 Main St,28.395651,-92.780417,2023-09-28 06:19:48,Off0145,Carol,Lee,2219.0,Sus00098,John,Thomas,59.0,Unknown,Black,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Unknown,Low,Closed,Warning,5.0,17330.04,True,Incident At 5869 Main St. Officer Responded At Scene.
Inc003073,Fraud,East,Lakewood,TX,6082 Oak Ave,44.809838,-105.898763,2024-08-21 20:59:01,Off0076,Daniel,Scott,9276.0,Sus00137,Jessica,Martin,31.0,Male,Black,Vic00588,David,Taylor,52.0,Other,935-229-1051,Bat,Medium,Unknown,No Arrest,1.0,32058.58,False,Incident At 6082 Oak Ave. Officer Responded At Scene.
Inc002228,DUI,Central,Maplewood,NC,5262 River Rd,29.941948,-96.509101,2022-09-01 17:05:25,Off0015,Joseph,Moore,6975.0,Sus00070,Carol,Lee,50.0,Unknown,Unknown,Vic00339,Joseph,Davis,20.0,Male,Unknown,Rifle,Medium,Closed,Unknown,3.0,21183.97,False,
Inc000388,Trespassing,East,Hillcrest,CA,4539 Elm Blvd,30.037403,-94.65644,2024-02-06 10:53:07,Off0113,Sarah,Anderson,3083.0,Sus00713,Linda,Anderson,60.0,Male,White,Vic00921,Robert,Martin,21.0,Unknown,Unknown,Hands,High,Pending,Arrest Made,5.0,-49218.06,True,Incident At 4539 Elm Blvd. Officer Responded At Scene.
Inc004819,Domestic Violence,Southeast,Riverside,OH,2310 Oak Ave,28.567659,-83.489279,2019-11-13 12:38:57,Off0034,Ashley,Scott,8506.0,Sus00104,Mark,Jackson,32.0,Unknown,Black,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Hands/Feet,High,Under Investigation,No Arrest,4.0,21731.23,True,Incident At 2310 Oak Ave. Officer Responded At Scene.
Inc003201,Burglary,Central,Hillcrest,IL,3517 Lincoln St,37.03275,-85.893931,05/11/2018 00:57,Off0065,Jessica,Thomas,8835.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00663,Joseph,Young,87.0,Other,353-559-7957,Rifle,Critical,Resolved,Dismissed,1.0,5606.32,True,
Inc004755,Trespassing,Southwest,Fairview,AZ,6318 Maple Dr,39.179408,-93.773167,2023-06-01 05:51:22,Off0120,Charles,Jones,8432.0,Sus00575,Anthony,Walker,173.0,Unknown,White,Vic00128,Linda,Wright,60.0,Unknown,952-236-3337,Firearm,Critical,Open,Arres Made,0.0,-44198.01,False,Incident At 6318 Maple Dr. Officer Responded At Scene.
Inc002680,Homicide,Southwest,Hillcrest,FL,9749 Elm Blvd,37.20665,-81.939637,2018-12-25 03:37:59,Off0002,Michelle,Anderson,4053.0,Unknown,Unknown,Unknown,46.0,Unknown,Unknown,Vic00415,John,Johnson,48.0,Male,947-236-7852,Pistol,Critical,Open,No Arrest,-1.0,40044.97,False,
Inc004298,Arson,Southwest,Hillcrest,IL,4 River Rd,118.7402,-113.168909,2023-02-15 05:45:47,Off0099,Robert,Nguyen,1702.0,Sus00672,Michael,Allen,70.0,Unknown,Hispanic,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Knife,Unknown,Unknown,No Arrest,4.0,14258.89,Unknown,
Inc000756,Burglary,Southwest,Centerville,FL,6177 River Rd,38.008005,-77.785598,2019-10-17 16:03:32,Off0037,David,White,3602.0,Sus00500,Barbara,Allen,67.0,Unknown,Asian,Vic00840,Daniel,Garcia,70.0,Male,945-798-5431,Unknown,High,Pending,Unknown,5.0,12048.17,Unknown,Incident At 6177 River Rd. Officer Responded At Scene.
Inc001293,Vandalism,Southeast,Fairview,AZ,8695 Oak Ave,47.043399,-102.678669,2022-10-17 12:33:47,Off0019,Jessica,Thomas,6786.0,Sus00344,Carol,Williams,235.0,Male,Hispanic,Vic00802,William,Jones,19.0,Unknown,421-544-1868,Hands/Feet,Critical,Pendng,No Arrest,2.0,46914.88,True,Incident At 8695 Oak Ave. Officer Responded At Scene.
Inc004826,Homicide,South,Springfield,CA,5828 Main St,29.507784,-76.89198,2018-01-20 11:27:14,Off0144,William,Thomas,3453.0,Sus00589,Carol,Thomas,239.0,Unknown,Hispanic,Vic00853,William,Nguyen,168.0,Unknown,332-199-7471,Hands/Feet,High,Closed,No Arrest,2.0,27098.94,False,
Inc004358,Kidnapping,West,Maplewood,NY,3579 Main St,35.141689,-99.932368,2020-07-30 16:14:37,Off0040,Jessica,Lee,3213.0,Sus00705,Robert,Hill,58.0,Other,Black,Vic00592,Michael,Nguyen,52.0,Male,217-196-3917,Unarmed,Medium,Under Investigation,Arrest Made,4.0,49298.79,False,Incident At 3579 Main St. Officer Responded At Scene.
Inc001809,Trespassing,Central,Maplewood,NC,2343 Elm Blvd,44.947648,-108.860622,07-08-2023,Off0112,Michelle,Green,8124.0,Sus00731,Matthew,Flores,67.0,Unknown,Black,Unknown,Unknown,Unknown,49.0,Unknown,Unknown,Bat,Low,Open,Warning Issued,3.0,26344.95,True,Incident At 2343 Elm Blvd. Officer Responded At Scene.
Inc002353,Arson,Midtown,Riverside,FL,5407 Main St,30.195714,-104.72579,2020-10-30 10:27:34,Off0015,Susan,Thompson,1731.0,Sus00685,Patricia,Taylor,38.0,Unknown,White,Vic00352,William,Lee,16.0,Unknown,402-361-9032,Gun,Critical,Closed,No Arrest,2.0,48963.24,False,Incident At 5407 Main St. Officer Responded At Scene.
